11,"Congomah (Government
School)"
12,Congomah (Terminus)


Route:,119
Operator:,NTC
Location 1:,Port Louis
Location 2:,Black River
0,"Port Louis (Transportation
Centre)"
1,Brabant (SPAR)
2,G.R.N.W.
3,Camp Benoit
4,"Petite Riviere (Police
Station)"
5,Petite Riviere (Foyer Piat)
6,Gros Cailloux
7,Canot
8,"Bambous (Roches Brunes
Youth Training Centre)"
9,"Bambous (Junction Black
River / Geoffroy Roads)"
10,Bambous (Dragon Store)
11,Junction Flic en Flac
12,"Clarence (Beginning of
Village)"
13,Clarence (End of Village)
14,Riviere du Rempart Bridge
15,"Tamarin (Beginning of
Village)"
16,Tamarin (Salt Pans)
17,La Preneuse
18,"Grande Riviere Noire (Salt
Pans)"
19,"Grande Riviere Noire (Trois
Bras Store)"


Route:,120
Operator:,"Individual
operator"
Location 1:,Port Louis
Location 2:,Baie du Cap
0,Port Louis
1,Brabant (SPAR)
2,G.R.N.W.
3,Camp Benoit
4,"Petite Riviere (Police
Station)"
5,Petite Riviere (Foyer Piat)
6,Gros Cailloux
7,Canot
8,"Bambous (Roches Brunes
Youth Training Centre)"
9,"Bambous (Junction Black
River / Geoffroy Roads)"
10,Bambous (Dragon Store)
11,Junction Flic en Flac
12,"Clarence (Beginning of
Village)"
13,Clarence (End of Village)
14,Riviere du Rempart Bridge
15,"Tamarin (Beginning of
Village)"
16,Tamarin (Salt Pans)
17,La Preneuse
18,"Grande Riviere Noire (Salt
Pans)"
19,"Grande Riviere Noire (Trois
Bras Store)"
20,Montee Bois Puant
21,"Petite Riviere Noire (Salt
Pans)"
22,"Petite Riviere Noire (End of
Village)"
23,Case Noyale
25,Coteau Raffin
26,Le Morne (Hotel Junction)
27A,Le Morne (Le Paradis Hotel)
28A,Le Morne (Le Berjaya Hotel)
27,Le Morne (Football Ground)
28,Le Morne (End of Village)
29,La Prairie (Beach)
30,"La Prairie (Signpost
‘Dangerous Bath’)"
31,Maconde
32,Baie du Cap


Route:,121
Operator:,"Individual
Operator"
Location 1:,Curepipe
Location 2:,Camp Levieux
0,Camp Levieux (Eau Coulee)
1,"Mgr Leen Street (Ruhee’s
House)"
2,Curepipe (Jan Palach North)
3,Forest Side (Forum Complex)


Route:,122
Operator:,NTC
Location 1:,Curepipe
Location 2:,Camp Levieux
0,Curepipe (Jan Palach North)
1,Curepipe Road (Darne Clinic)
2,Floreal (Knitwear Factory)
3,"Junction Floreal / River Walk
Roads"
4,Vacoas (S.M.F.)
5,La Caverne (Modern Complex)
6,Candos (Victoria Hospital)
7,Quatre Bornes (Traffic Centre)
8,"Junction Stanley Avenue /
Boundary Road"
9,"Roches Brunes (Housing
Estate)"
10,"Camp Levieux (NHDC
Complex)"


Route:,122A
Operator:,NTC
Location 1:,Curepipe
Location 2:,Camp Levieux
0,Curepipe (Jan Palach North)
1,"Eau Coulee (Neergheen
Bhawan)"
2,Castel (Magasin Etoile Brillant)
3,Saint Paul (Magasin Lotus)
4,Vacoas (S.M.F.)
5,La Caverne (Modern Complex)
6,Candos (Victoria Hospital)
7,Quatre Bornes (Traffic Centre)
8,"Junction Stanley Avenue /
Boundary Road"
9,"Roches Brunes (Housing
Estate)"
10,Camp Levieux (NHDC Complex)


Route:,123
Operator:,NTC
Location 1:,Port Louis
Location 2:,Wolmar
0,"Port Louis (Transportation
Centre)"
1,Brabant (SPAR)
2,G.R.N.W.
3,Camp Benoit
4,Petite Riviere (Police Station)
5,Petite Riviere (Foyer Piat)
6,Gros Cailloux
7,Canot
8,"Bambous (Roches Brunes
Youth Training Centre)"
9,"Bambous (Junction Black
River / Geoffroy Roads)"
10,Bambous (Dragon Store)
11,Junction Flic en Flac
12,"Junction Flic en Flac / Anna
Estate Roads"
13,"Flic en Flac (Government
School)"
14,"Flic en Flac (Golden Beach
Restaurant)"
15,Wolmar


Route:,125
Operator:,"Individual
Operator"
Location 1:,Curepipe
Location 2:,Cité La Caverne
0,Curepipe (Jan Palach North)
1,"Curepipe Road (Darne
Clinic)"
2,Floreal (Knitwear Factory)
3,"Junction Floreal / Riverwalk
Roads"
4,Vacoas (S.M.F.)
5,Cite La Caverne


Route:,126
Operator:,NTC
Location 1:,Port Louis
Location 2:,Rivière du Rempart
0,Port Louis (Transportation Centre)
1,Hospice Pere Laval / Plaine Verte
2,Pere Laval Entrance
3,Terre Rouge (Boutique Tamarin)
4,Melle Laure
5,Khoyratty
6,Calebasses
7,Pamplemousses (Eau Partagee)
8,Mon Rocher
9,La Louisa
10,Belle Vue Harel
11,Labourdonnais (Estate)
12,Cottage (Beginning of Village)
13,L’Esperance (Gate)
14,Poudre d’Or Hamlet
15,Poudre d’Or (United Basalt)
16,Poudre d’Or (Dispensary)
17,Poudre d’Or (Hospital)
18,Ile d’Ambre
19,Ile d’Ambre (Panchavati Junction)
20,Pointe des Lascars (Junction)
21,Riviere du Rempart (Traffic Centre)


Route:,127
Operator:,NTC
Location 1:,Port Louis
Location 2:,Roches Noires
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Melle Laure
5,Khoyratty
6,Calebasses
7,"Pamplemousses (Canton
Belle Eau)"
8,"The Mount (Boutique
Bambous)"
9,Piton (Reservoir)
11,Piton
13,Gokoola
14,L’Amitie
15,Mon Loisir (Sugar Estate)
16,Riviere du Rempart
17,Haute Rive
18,"Junction Roches Noires /
Coastal Roads"
19,"Roches Noires Village
(Siding Gaud)"


Route:,128
Operator:,"Individual
Operator"
Location 1:,Curepipe
Location 2:,Les Casernes
0,Curepipe (Jan Palach North)
1,"Junction Saint Clement / Brown
Sequard Streets"
2,Stevenson Street (Ex-Dairy)
3,"Botanical Garden Street (Main
Entrance)"
4,Curepipe (Jan Palach North)
5,Forest Side (Forum Complex)


Route:,129
Operator:,NTC
Location 1:,Curepipe
Location 2:,Pointe Aux Roches
0,Curepipe (Jan Palach South)
1,Forest Side (Post Office)
2,Forest Side (UBS Depot)
3,"XVIth Mile (Junction Coriolis /
Royal Roads)"
4,Lapeyre Hill
5,Nouvelle France (Police Station)
6,Nouvelle France (Comlone)
7,"Beau Climat (Sugar Estate
Office)"
8,La Flora (Shivala)
10,Junction Riviere du Poste
11,Riviere Dragon
12,Britannia
13,Tyack (Vishnu Mandir)
14,Riviere des Anguilles
15,Union Ducray
16,"Souillac (Bain des Negresses
Bridge)"
17,Souillac (Bus Station)
18,Surinam (Mosque)
19,Surinam (Peerally Store)
20,Contour Leon
21,Belle Vue
22,Chemin Grenier (Taxi Stand)
23,Chemin Grenier (Tamil Temple)
24,Riviere des Galets (Bus Station)


Route:,131
Operator:,"Individual
Operator"
Location 1:,Curepipe
Location 2:,Cité L’oiseau
0,Cite L’Oiseau
1,"Junction Rouillard / Engrais
Martial Roads"
2,"Junction Farquhar / Abbe
Laval Streets"
3,"Curepipe (Jan Palach
North)"
4,"Forest Side (Forum
Complex)"


Route:,132
Operator:,"Individual
Operator"
Location 1:,Rose Hill
Location 2:,Trefles
0,"Rose Hill (Dar-es-Salaam
Square)"
1,"Trefles (Corps de Garde
Store)"
2,Trefles (Housing Estate)


Route:,133
Operator:,NTC
Location 1:,Curepipe
Location 2:,Choisy
0,Curepipe (Jan Palach South)
1,Forest Side (Post Office)
2,Forest Side (UBS Depot)
3,"XVIth Mile (Junction Coriolis
/ Royal Roads)"
4,Lapeyre Hill
5,"Nouvelle France (Police
Station)"
6,Nouvelle France (Comlone)
7,"Beau Climat (Sugar Estate
Office)"
8,La Flora (Shivala)
10,Junction Riviere du Poste
11,Riviere Dragon
12,Britannia
13,Tyack (Vishnu Mandir)
14,Riviere des Anguilles
15,Union Ducray
16,"Souillac (Bain des
Negresses Bridge)"
17,Souillac (Bus Station)
18,Surinam (Mosque)
19,Surinam (Peerally Store)
20,Contour Leon
21,Belle Vue
22,Chemin Grenier (Taxi Stand)
23,"Chemin Grenier (Tamil
Temple)"
24,"Riviere des Galets (Bus
Station)"
25,Beau Champ (Bridge)
26,Beau Champ (End of
27,"Bel Ombre (Beginning of
Village)"
28,"Bel Ombre (Government
School)"
29,"Saint Martin (Micheal Leal
Road)"
30,Baie du Cap
31,Choisy (Beginning of Village)
32,Choisy (Terminus)


Route:,134
Operator:,NTC
Location 1:,Curepipe
Location 2:,Bord Cascade
0,Curepipe (Jan Palach North)
1,"Curepipe Road (Darne
Clinic)"
2,Floreal (Knitwear Factory)
3,Sadally
4,"Reunion (Cantin
Government School)"
5,Glen Park (Shivala)
6,Henrietta (Chapel)
7,Bord Cascade


Route:,135
Operator:,"Individual
Operator"
Location 1:,Port Louis
Location 2:,Vuillemin
0,Port Louis (Victoria Square)
1,Brabant (SPAR)
2,Camp Chapelon
3,Pailles (Grewals)
4,Soreze
5,Mount Ory (Sungkur Shop)
6,"Moka (Junction Leclezio
Avenue / Bois Cheri Road)"
7A,Moka (Hospital)
7,Moka (Government School)
8,Riviere Baptiste (Junction)
9,St Pierre (Traffic Centre)
10,Verdun (Beginning of Village)
11,Verdun (Post Office)
12,"Lower Dagotiere (Village
Hall)"
13A,"Upper Dagotiere (NHDC
Housing Estate)"
13,Valetta (Junction)
14,Valetta (End of Village)
15,Vuillemin (Junction)
16,Vuillemin (Terminus)


Route:,137
Operator:,"Individual
Operator"
Location 1:,Curepipe
Location 2:,Carreau Accacia
0,Curepipe (Jan Palach South)
1,Forest Side (Post Office)
2,Forest Side (UBS Depot)
3,"XVIth Mile (Junction Coriolis /
Royal Roads)"
4,Lapeyre Hill
5,"Nouvelle France (Police
Station)"
6,Union Park (Cluny Junction)
7,Union Park (Village Hall)
8A,Jawaharlall Nehru Hospital
8,"Rose Belle (Junction
Jawaharlall Nehru Hospital /
Royal Roads)"
9,Rose Belle (Gebert)
10,La Rosa
11,"Mare d’Albert (Government
School)"
12,Mare d’Albert (United Basalt)
13,"Plaine Magnien (Police
Station)"
14,Carreau Esnouf
15,Mon Desert (Village)
16,"Kenya / Camp Carol (Village
Hall)"
17A,Le Bouchon


Route:,Unknown
Operator:,Weekdays
Location 1:,06h00
Location 2:,05h40
0,"Port Louis (Transportation
Centre)"
1,"Junction La Paix / Nyon
Streets"
2,Vallee Pitot (Cite Rozemont)
3,Cite Gabriel Martial


Route:,140
Operator:,UBS
Location 1:,Port Louis
Location 2:,Hermitage
0,Port Louis (Victoria Square)
1,Brabant (SPAR)
2,G.R.N.W.
3,Coromandel (Sunray Hotel)
4,Belle Etoile (Tamil Social Hall)
5,Beau Bassin (Vinayak Mandir)
6,"Beau Bassin (Cercle de Beau
Bassin)"
7,"Rose Hill (Place Cardinal
Margeot)"
8,Belle Rose (Pepsi Cola)
9,"Pellegrin (Trianon Shopping
Park)"
10,Phoenix (Pont Fer)
11,"Phoenix (Junction Highlands
Road)"
12,Highlands (Football Ground)
13,"Camp Fouquereaux (Junction
Hermitage Road)"
14,Hermitage


Route:,141
Operator:,NTC
Location 1:,Port Louis
Location 2:,Bord Cascade
0,Port Louis (Victoria Square)
1,Brabant (SPAR)
2,Camp Chapelon
3,Pailles (Grewals)
4,Soreze
5,Colville Deverell Bridge
6,Martindale
7,"Reduit (University of
Mauritius)"
8,"Trianon (Margarine
Industries Limited)"
9,"Pellegrin (Trianon Shopping
Park)"
10,Phoenix (I.V.T.B)
11,"Phoenix (Indira Gandhi
Cultural Centre) /
Promenade Pere Laval)"
12,"Vacoas (Junction Saint Paul
/ Floreal Roads)"
13,"Reunion (Cantin
Government School)"
14,Glen Park (Shivala)
15,Henrietta (Chapel)
16,Bord Cascade


Route:,143
Operator:,"Individual
Operator"
Location 1:,Curepipe
Location 2:,Vacoas
0,Vacoas (Bus Station)
1,"Junction Floreal / Riverwalk
Roads"
2,Floreal (Knitwear Factory)
3A,"Cite L’Oiseau / Queen Mary
Avenue"
3,Curepipe Road (Darne Clinic)
4,Curepipe (Jan Palach North)


Route:,144
Operator:,"Individual
Operator/
UBS"
Location 1:,Curepipe
Location 2:,O’Connor
0,O’Connor
1A,"Camp Caval (Impasse
Bhawan)"
1,"Junction Dr. Edwards /
Emile Pitot Streets"
2,"Curepipe (Jan Palach
North)"
3,"Forest Side (Forum
Complex)"


Route:,144A
Operator:,UBS
Location 1:,Curepipe
Location 2:,O’Connor
0,O’Connor
1,Camp Caval (Impasse Bhawan)
2,Curepipe (Jan Palach North)
3,Forest Side (Forum Complex)


Route:,145
Operator:,RHT
Location 1:,Port Louis
Location 2:,Rose Hill
0,Port Louis (Victoria Square)
1,Brabant (SPAR)
2,G.R.N.W.
3,Coromandel (Sunray Hotel)
4,Belle Etoile (Tamil Social Hall)
5,Beau Bassin (Vinayak Mandir)
6,"Beau Bassin (Serge Alfred
Swimming Pool)"
7,"Roches Brunes (Independence
Street)"
8,Plaisance (Football Ground)
9,"Trefles Housing Estate (Tabagie
Pillay)"
10,"Boundary Road (Saint Patrick
Church)"
11,Rose Hill (Market)


Route:,148
Operator:,UBS
Location 1:,Cité La Cure
Location 2:,Cité Vallijee
0,Cite La Cure (Traffic Centre)
1,"Sainte Croix (Pere Laval
Church)"
2,Junction Vallee des Pretres
3,Plaine Verte
4,"Junction Frere Felix de Valois
/ Labourdonnais Streets"
5,La Butte
6,Cite Vallijee (Bus Station)


Route:,149
Operator:,UBS
Location 1:,Port Louis
Location 2:,Bigara
0,Port Louis (Victoria Square)
1,Brabant (SPAR)
2,G.R.N.W.
3,Coromandel (Sunray Hotel)
4,Belle Etoile (Tamil Social Hall)
5,Beau Bassin (Vinayak Mandir)
6,"Beau Bassin (Cercle de Beau
Bassin)"
7,"Rose Hill (Place Cardinal
Margeot)"
8,Belle Rose (Pepsi Cola)
9,"Pellegrin (Trianon Shopping
Park)"
10,Phoenix (Pont Fer)
11,Phoenix (Police Station)
12,Castel (Magasin Etoile Brillant)
13,"Eau Coulee (Neergheen
Bhawan)"
14,Forest Side (Post Office)
15,"La Brasserie (Experimental
Station)"
16,Bigara (Wireless Station)


Route:,150
Operator:,"Individual
Operator"
Location 1:,Pailles
Location 2:,Vallee Pitot
0,"Pailles (Saint Vincent de
Paul Avenue)"
1,G.R.N.W. (Pailles Road)
2,Brabant (SPAR)
3,"Deschartres Street /
Jemmapes Street"
4,"Junction Volcy Pougnet /
Harris Streets"
5,"Junction Boulevard Victoria
/ Inkerman Street"
6,Vallee Pitot


Route:,152
Operator:,UBS
Location 1:,Cite Vallijee
Location 2:,Le Goulet
0,Cite Vallijee (Bus Station)
1,La Butte
2,"Junction Frere Felix de Valois
/ Labourdonnais Streets"
3,Plaine Verte
4,"Junction Cocoterie / Nicolay
Roads"
5A,Roche Bois (Fly Over)
6A,Cite Roche Bois
5,Roche Bois (Ex-Dockers Flats)
6,"Baie du Tombeau (Police
Station)"
7,Saint Malo
8,Le Goulet


Route:,153
Operator:,NTC
Location 1:,Curepipe
Location 2:,Saint Pierre
0,Curepipe (Jan Palach North)
1,"Curepipe Road (Darne
Clinic)"
2,Floreal (Knitwear Factory)
3,"Junction Floreal / Riverwalk
Roads"
4,Vacoas (S.M.F.)
5,"La Caverne (Modern
Complex)"
6,Candos (Victoria Hospital)
7,La Louise
8,"Quatre Bornes (Cite Saint
Jean)"
9,"Trianon (Margarine
Industries Limited)"
10,"Reduit (University of
Mauritius)"
11,"Moka (Mahatma Gandhi
Institute)"
12A,Moka (Hospital)
12,Gentilly
13,Saint Pierre (Traffic Centre)


Route:,156
Operator:,NTC
Location 1:,Port Louis
Location 2:,Berthaud
0,Port Louis (Victoria Square)
1,Brabant (SPAR)
2,G.R.N.W.
3,Coromandel (Sunray Hotel)
4,"Belle Etoile (Tamil Social
Hall)"
5,"Beau Bassin (Vinayak
Mandir)"
6,"Beau Bassin (Cercle de
Beau Bassin)"
7,"Rose Hill (Place Cardinal
Margeot)"
8,Ollier Avenue (Super U)
9,Ollier Avenue (Gooly Store)
10,Berthaud (Bus Station)


Route:,156A
Operator:,NTC
Remark:,Service provided by buses of NTC (One trip only)
0,"Rose Hill (Place Cardinal
Margeot)"
1,Belle Rose (Pepsi Cola)
2,"Quatre Bornes (Cite Saint
Jean)"
3,La Louise
4,La Source


Route:,159
Operator:,"Individual
Operator"
Location 1:,Port Louis
Location 2:,Poudre d’Or
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Saint Joseph (Chapel)
5,Arsenal
6,Riviere Citron
7,S.S.R.N. Hospital
8,Saint Andre
9,Morcellement Saint Andre
10,Plaine des Papayes
11,Bois Mangues
12,Belle Vue Harel
13,Labourdonnais (Estate)
14,"Cottage (Beginning of
Village)"
15,L’Esperance (Gate)
16,Poudre d’Or Hamlet
17,Poudre d’Or (United Basalt)
18,Poudre d’Or (Dispensary)
19,Poudre d’Or (Hospital)


Route:,160
Operator:,UBS
Location 1:,Cite Vallijee
Location 2:,Vallee des Pretres
0,Cite Vallijee (Bus Station)
1,La Butte
2,"Junction Frere Felix de Valois /
Labourdonnais Streets"
3,Plaine Verte
4,Junction Vallee des Pretres
5,"Vallee des Pretres (Nalletamby’s
House)"
6,Vallee des Pretres (Kovil)
7,"Upper Vallee des Pretres
(Sandokan Bar)"


Route:,162
Operator:,UBS LTD
Location 1:,Port Louis
Location 2:,Forest Side
0,Port Louis (Victoria Square)
1,"Cassis (Royal College) / Brabant
(SPAR)"
2,Camp Chapelon
3,Pailles (Grewals)
4,Soreze
5,Colville Deverell Bridge
6,Martindale
7,Reduit (Roundabout)
8,"Trianon (Margarine Industries
Limited)"
9,"Pellegrin (Trianon Shopping
Park)"
10,Phoenix (Pont Fer)
11,Phoenix (Police Station)
12,Castel (Magasin Etoile Brillant)
13,"Eau Coulee (Neergheen
Bhawan)"
14,Forest Side


Route:,163
Operator:,NTC
Location 1:,Port Louis
Location 2:,Vacoas
0,Port Louis (Victoria Square)
1,"Cassis (Royal College) /
Brabant (SPAR)"
2,Camp Chapelon
3,Pailles (Grewals)
4,Soreze
5,Colville Deverell Bridge
6,Martindale
7,Reduit (Roundabout)
8,"Trianon (Margarine
Industries Limited)"
9,"Quatre Bornes (Cite Saint
Jean)"
10,La Louise
11,Candos (Victoria Hospital)
12,"La Caverne (Modern
Complex)"
13,Vacoas (Bus Station)


Route:,166
Operator:,NTC
Location 1:,Vacoas
Location 2:,Cite la Caverne
0,Vacoas (Bus Station)
1,"Bonne Terre (Demi Gros
National)"
2,"Junction La Caverne / Pave
d'Amour"
3,Cite La Caverne


Route:,169
Operator:,"Individual
Operator"
Location 1:,Central Flacq
Location 2:,Petite Cabane
0,Central Flacq (Bus Station)
1,Bonne Mere (Maness)
2,Bonne Mere (Reservoir)
3,F.U.E.L.
4,Balance John
5,"Camp de Masque Pave
(Government School)"
6,Petite Cabane


Route:,170
Operator:,NTC
Location 1:,Port Louis
Location 2:,Curepipe
0,Port Louis (Victoria Square)
1,Brabant (SPAR)
2,G.R.N.W.
3,Coromandel (Sunray Hotel)
4,Belle Etoile (Tamil Social Hall)
5,Beau Bassin (Vinayak Mandir)
6,"Beau Bassin (Cercle de Beau
Bassin)"
7,"Rose Hill (Place Cardinal
Margeot)"
8,Belle Rose (Pepsi Cola)
9,Quatre Bornes (Cite Saint Jean)
10,La Louise
11,Candos (Victoria Hospital)
12,La Caverne (Modern Complex)
13,Vacoas (S.M.F.)
14,Saint Paul (Magasin Lotus)
15,Castel (Magasin Etoile Brillant)
16,"Eau Coulee (Neergheen
Bhawan)"
17,Curepipe (Jan Palach North)


Route:,170A
Operator:,NTC
Location 1:,Port Louis
Location 2:,Curepipe
0,Port Louis (Victoria Square)
1,Brabant (SPAR)
2,G.R.N.W.
3,Coromandel (Sunray Hotel)
4,Belle Etoile (Tamil Social Hall)
5,Beau Bassin (Vinayak Mandir)
6,"Beau Bassin (Cercle de Beau
Bassin)"
7,"Rose Hill (Place Cardinal
Margeot)"
8,Belle Rose (Pepsi Cola)
9,Quatre Bornes (Cite Saint Jean)
10,La Louise
11,Candos (Victoria Hospital)
12,La Caverne (Modern Complex)
13,Vacoas (S.M.F.)
14,"Junction Floreal / Riverwalk
Roads"
15,Floreal (Knitwear Factory)
16,Curepipe Road (Darne Clinic)
17,Curepipe (Jan Palach North)


Route:,171
Operator:,TBS
Location 1:,Port Louis
Location 2:,"Grande Pointe
aux Piments"
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Saint Joseph (Chapel)
5,Arsenal
6,Riviere Citron
7,S.S.R.N. Hospital
8,Saint Andre
9,Solitude
10,"Triolet 8th Mile (Sewraz’s
House)"
11,Camp Lilas
12,Petite Pointe aux Piments
13,Grande Pointe aux Piments


Route:,172
Operator:,UBS
Location 1:,Rose Hill
Location 2:,Roches Brunes
0,"Rose Hill (Dar-es-Salaam
Square)"
1,"Plaisance (Rose Hill Transport
Garage)"
2,Roches Brunes


Route:,173
Operator:,UBS
Location 1:,Port Louis
Location 2:,Vacoas
0,Curepipe (Jan Palach North)
1,"Eau Coulee (Neergheen
Bhawan)"
2,Castel (Magasin Etoile Brillant)
3,Phoenix (Police Station)
4,Phoenix (Pont Fer)
5,"Pellegrin (Trianon Shopping
Park)"
6,"Trianon (Margarine Industries
Limited)"
7,Reduit (University of Mauritius)
8,"Moka (Mahatma Gandhi
Institute)"
9A,Moka (Hospital)
9,Gentilly
10,St Pierre (Traffic Centre)


Route:,174
Operator:,RHT
Location 1:,Port Louis
Location 2:,Rose Hill
0,"Rose Hill (Place Cardinal
Margeot)"
1,Ebene (I.V.T.B.)
2,Reduit (University of Mauritius)
3,Martindale
4,Colville Deverell Bridge
5,Soreze
6,Pailles (Grewals)
7,Camp Chapelon
8,Brabant (SPAR)
9,Port Louis (Victoria Square)


Route:,174A
Operator:,RHT
Location 1:,Port Louis
Location 2:,Rose Hill
0,"Rose Hill (Place Cardinal
Margeot)"
1,Ebene (I.V.T.B.)
2A,Ebene (Cyber Tower)
2,Reduit (University of Mauritius)
3,Martindale
4,Colville Deverell Bridge
5,Soreze
6,Pailles (Grewals)
7,Camp Chapelon
8,Brabant (SPAR)
9,Port Louis (Victoria Square)


Route:,175
Operator:,MBT
Location 1:,Creve Coeur
Location 2:,S.S.R.N Hospital
0,S.S.R.N. Hospital
1,"Beau Plan (L’Aventure
du Sucre)"
2,"Pamplemousses
(M.C.B.)"
3,Calebasses
4,Khoyratty
5,Junction Long Mountain
6,Bois Pignolet
7A,Kitchin (Ackbarally Lane)
8A,Kitchin (End of Village)
7,"Notre Dame (End of
Village)"
8,Long Mountain
9,L’Industrie
10,"Creve Coeur
(Government School)"
11,"Creve Coeur
(Roodurman’s House)"


Route:,Unknown
Operator:,Weekdays
Location 1:,05h10
Location 2:,05h00
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Melle Laure
5,Khoyratty
6,"Junction Camp des
Embrevades"
7,"D’Epinay (Beginning of
Village)"
8,D’Epinay (Kalimaye)
9,Grande Rosalie
10,"Villebague (La Nicoliere
Junction)"
11,Villebague (End of Village)
12,Mare d’Australia
13,"Brisee Verdiere (Atma
Shopping Centre)"
14,"Brisee Verdiere (Latapie
Branch Road)"
15,Bon Accueil
16,Lallmatie
17,"Saint Julien (Government
School)"
18,Saint Julien (Church)
19,Belle Vue Allendy
20,Constance
21,Central Flacq (Bus Station)


Route:,178
Operator:,"Individual
Operator"
Location 1:,Melville
Location 2:,Mme Azor
0,Melville
1,Grand Gaube (Church)
2,"Roche Terre (Boutique
Kalasse)"
3,Roche Terre (Ramrecha Shop)
4,"Goodlands (Government
School)"
5,Saint Antoine (Traffic Centre)
6,Mme Azor


Route:,179
Operator:,NTC
Remark:,Hourly service provided on Sundays and Public Holidays
0,Curepipe (Jan Palach North)
1,"Eau Coulee (Neergheen
Bhawan)"
2,Castel (Magasin Etoile Brillant)
3,Saint Paul (Magasin Lotus)
4,Vacoas (S.M.F.)
5,La Caverne (Modern Complex)
6,Candos (Victoria Hospital)
7,La Louise
8,Palma (Government School)
9,"Palma (Junction Bassin
Estate)"
10,Beaux Songes (Reservoir)
11,"Montee Bol (Junction Geoffroy
Road)"
12,"Bambous (Mangues Vert
Doux)"
13,"Bambous (Junction Black
River / Geoffroy Roads)"
14,Bambous (Dragon Store)
15,Junction Flic en Flac
16,"Junction Flic en Flac / Anna
Estate Roads"
17,"Flic en Flac (Government
School)"
18,"Flic en Flac (Golden Beach
Restaurant)"
19,Wolmar


Route:,179A
Operator:,NTC
Remark:,Hourly service provided on Sundays and Public Holidays
0,Curepipe (Jan Palach North)
1,Curepipe Road (Darne Clinic)
2,Floreal (Knitwear Factory)
3,"Junction Floreal / Riverwalk
Roads"
4,Vacoas (S.M.F.)
5,La Caverne (Modern Complex)
6,Candos (Victoria Hospital)
7,La Louise
8,Palma (Government School)
9,"Palma (Junction Bassin
Estate)"
10,Beaux Songes (Reservoir)
11,"Montee Bol (Junction Geoffroy
Road)"
12,"Bambous (Mangues Vert
Doux)"
13,"Bambous (Junction Black
River / Geoffroy Roads)"
14,Bambous (Dragon Store)
15,Junction Flic en Flac
16,"Junction Flic en Flac / Anna
Estate Roads"
17,"Flic en Flac (Government
School)"
18,"Flic en Flac (Golden Beach
Restaurant)"
19,Wolmar


Route:,180
Operator:,NTC
Location 1:,Bord Cascade
Location 2:,Phoenix Industrial Estate (Valentina)
0,Bord Cascade
1,Henrietta (Chapel)
2,Glen Park (Shivala)
3,"Reunion (Cantin Government
School)"
4,Vacoas (Bus Station)
5,"Phoenix (Indira Gandhi
Cultural Centre)"
6,Valentina (Industrial Estate)


Route:,181
Operator:,NTC
Location 1:,Hermitage
Location 2:,Phoenix Industrial Estate (Valentina)
0,Hermitage
1,"Camp Fouquereaux (Junction
Hermitage Road)"
2,Highlands (Football Ground)
3,"Phoenix (Junction Highlands
Road)"
4,Valentina (Industrial Estate)


Route:,182
Operator:,"Individual
Operator"
Location 1:,Cité La Cure
Location 2:,Gros Cailloux
0,Cite La Cure (Traffic Centre)
1,"Sainte Croix (Pere Laval
Church)"
2,Junction Vallee des Pretres
3,Plaine Verte
4,"Junction Boulevard Victoria /
Inkerman Street"
5,"Junction Volcy Pougnet /
Harris Streets"
6,"Deschartres Street /
Jemmapes Street"
7,Brabant (SPAR)
8,G.R.N.W.
9,Coromandel (Sunray Hotel)
10,Belle Etoile (Tamil Social Hall)
11,Cite Chebel
12,"Chebel (Junction Open Prisons
Road)"
13,"Gros Cailloux (Morcellement
de Marigny)"


Route:,185
Operator:,"Individual
Operator"
Location 1:,Port Louis
Location 2:,Bois Marchand
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,Terre Rouge (Boutique Tamarin)
4,Cite Bois Marchand


Route:,187
Operator:,"Individual
Operator"
Location 1:,Saint Antoine
Location 2:,Melle Jeanne
0,Saint Antoine (Traffic Centre)
1,Melle Jeanne (Bhugaloo’s Shop)
2,Melle Jeanne (Kalimaye)


Route:,188
Operator:,NTC
Location 1:,Port Louis
Location 2:,No second location
0,Port Louis (Victoria Square)
1,Brabant (SPAR)
2,Camp Chapelon
3,Pailles (Grewals)
4,Soreze
5,Colville Deverell Bridge
6,Martindale
7,Reduit (Roundabout)
8,"Trianon (Margarine Industries
Limited)"
9,"Quatre Bornes (Cite Saint
Jean)"
10,Sodnac


Route:,189
Operator:,NTC
Location 1:,Rose Hill
